title,year,status,award
Willem Dafoe,2018,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Armie Hammer,2018,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Richard Jenkins,2018,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Christopher Plummer,2018,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Sam Rockwell,2018,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Guillermo Del Toro,2018,Winner,Best Director - Motion Picture
Martin McDonagh,2018,Nominee,Best Director - Motion Picture
Christopher Nolan,2018,Nominee,Best Director - Motion Picture
Ridley Scott,2018,Nominee,Best Director - Motion Picture
Steven Spielberg,2018,Nominee,Best Director - Motion Picture
"Guillermo Del Toro, Vanessa Taylor",2018,Nominee,Best Screenplay - Motion Picture
Greta Gerwig,2018,Nominee,Best Screenplay - Motion Picture
"Liz Hannah, Josh Singer",2018,Nominee,Best Screenplay - Motion Picture
Martin McDonagh,2018,Winner,Best Screenplay - Motion Picture
Aaron Sorkin,2018,Nominee,Best Screenplay - Motion Picture
Carter Burwell,2018,Nominee,Best Original Score - Motion Picture
Alexandre Desplat,2018,Winner,Best Original Score - Motion Picture
Jonny Greenwood,2018,Nominee,Best Original Score - Motion Picture
John Williams,2018,Nominee,Best Original Score - Motion Picture
Hans Zimmer,2018,Nominee,Best Original Score - Motion Picture
"""Home""",2018,Nominee,Best Original Song - Motion Picture
"""Mighty River""",2018,Nominee,Best Original Song - Motion Picture
"""Remember Me""",2018,Nominee,Best Original Song - Motion Picture
"""The Star""",2018,Nominee,Best Original Song - Motion Picture
"""This Is Me""",2018,Winner,Best Original Song - Motion Picture
Black-ish,2018,Nominee,Best Television Series - Musical or Comedy
Anthony Anderson,2018,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Ralph Breaks the Internet,2018,Nominee,Best Motion Picture - Animated
Incredibles 2,2018,Nominee,Best Motion Picture - Animated
Barry,2018,Nominee,Best Television Series - Musical or Comedy
Damien Chazelle,2017,Winner,Best Director - Motion Picture
Tom Ford,2017,Nominee,Best Director - Motion Picture
Mel Gibson,2017,Nominee,Best Director - Motion Picture
Barry Jenkins,2017,Nominee,Best Director - Motion Picture
Kenneth Lonergan,2017,Nominee,Best Director - Motion Picture
Kubo and the Two Strings,2017,Nominee,Best Motion Picture - Animated
Moana,2017,Nominee,Best Motion Picture - Animated
My Life as a Zucchini,2017,Nominee,Best Motion Picture - Animated
Sing,2017,Nominee,Best Motion Picture - Animated
Zootopia,2017,Winner,Best Motion Picture - Animated
Hacksaw Ridge,2017,Nominee,Best Motion Picture - Drama
Hell or High Water,2017,Nominee,Best Motion Picture - Drama
Lion,2017,Nominee,Best Motion Picture - Drama
Manchester by the Sea,2017,Nominee,Best Motion Picture - Drama
Moonlight,2017,Winner,Best Motion Picture - Drama
Divines,2017,Nominee,Best Motion Picture – Non-English Language
Elle,2017,Winner,Best Motion Picture – Non-English Language
Neruda,2017,Nominee,Best Motion Picture – Non-English Language
The Salesman,2017,Nominee,Best Motion Picture – Non-English Language
Toni Erdmann,2017,Nominee,Best Motion Picture – Non-English Language
20th Century Women,2017,Nominee,Best Motion Picture - Musical or Comedy
Deadpool,2017,Nominee,Best Motion Picture - Musical or Comedy
Florence Foster Jenkins,2017,Nominee,Best Motion Picture - Musical or Comedy
La La Land,2017,Winner,Best Motion Picture - Musical or Comedy
Sing Street,2017,Nominee,Best Motion Picture - Musical or Comedy
Nicholas Britell,2017,Nominee,Best Original Score - Motion Picture
Justin Hurwitz,2017,Winner,Best Original Score - Motion Picture
Jóhann Jóhannsson,2017,Nominee,Best Original Score - Motion Picture
"Dustin O’Halloran, Volker Bertelmann",2017,Nominee,Best Original Score - Motion Picture
"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",2017,Nominee,Best Original Score - Motion Picture
"""Can't Stop the Feeling!""",2017,Nominee,Best Original Song - Motion Picture
"""City of Stars""",2017,Winner,Best Original Song - Motion Picture
"""Faith""",2017,Nominee,Best Original Song - Motion Picture
Viggo Mortensen,2017,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Denzel Washington,2017,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Colin Farrell,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Ryan Gosling,2017,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Hugh Grant,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jonah Hill,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Ryan Reynolds,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Sterling Brown,2017,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Hugh Laurie,2017,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
John Lithgow,2017,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Viggo Mortensen,2017,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Denzel Washington,2017,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Colin Farrell,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Ryan Gosling,2017,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Hugh Grant,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jonah Hill,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Ryan Reynolds,2017,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Sterling Brown,2017,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Hugh Laurie,2017,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
John Lithgow,2017,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Christian Slater,2017,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
John Travolta,2017,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Mahershala Ali,2017,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Jeff Bridges,2017,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Simon Helberg,2017,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Dev Patel,2017,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Aaron Taylor-Johnson,2017,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Rami Malek,2017,Nominee,Best Performance by an Actor In A Television Series - Drama
Bob Odenkirk,2017,Nominee,Best Performance by an Actor In A Television Series - Drama
Matthew Rhys,2017,Nominee,Best Performance by an Actor In A Television Series - Drama
Liev Schreiber,2017,Nominee,Best Performance by an Actor In A Television Series - Drama
Billy Bob Thornton,2017,Winner,Best Performance by an Actor In A Television Series - Drama
Anthony Anderson,2017,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Gael García Bernal,2017,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Donald Glover,2017,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy
Nick Nolte,2017,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Jeffrey Tambor,2017,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Felicity Huffman,2017,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Riley Keough,2017,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Sarah Paulson,2017,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Charlotte Rampling,2017,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Kerry Washington,2017,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Amy Adams,2017,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Jessica Chastain,2017,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Isabelle Huppert,2017,Winner,Best Performance by an Actress in a Motion Picture - Drama
Ruth Negga,2017,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Natalie Portman,2017,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Annette Bening,2017,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Lily Collins,2017,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Hailee Steinfeld,2017,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Emma Stone,2017,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Meryl Streep,2017,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Olivia Colman,2017,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Lena Headey,2017,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Chrissy Metz,2017,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Mandy Moore,2017,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Thandiwe Newton,2017,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Viola Davis,2017,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Naomie Harris,2017,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Nicole Kidman,2017,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Octavia Spencer,2017,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Michelle Williams,2017,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Caitriona Balfe,2017,Nominee,Best Performance by an Actress In A Television Series - Drama
Claire Foy,2017,Winner,Best Performance by an Actress In A Television Series - Drama
Keri Russell,2017,Nominee,Best Performance by an Actress In A Television Series - Drama
Winona Ryder,2017,Nominee,Best Performance by an Actress In A Television Series - Drama
Evan Rachel Wood,2017,Nominee,Best Performance by an Actress In A Television Series - Drama
Rachel Bloom,2017,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Julia Louis-Dreyfus,2017,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Sarah Jessica Parker,2017,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Issa Rae,2017,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Gina Rodríguez,2017,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Tracee Ross,2017,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy
Damien Chazelle,2017,Winner,Best Screenplay - Motion Picture
Tom Ford,2017,Nominee,Best Screenplay - Motion Picture
Barry Jenkins,2017,Nominee,Best Screenplay - Motion Picture
Kenneth Lonergan,2017,Nominee,Best Screenplay - Motion Picture
Taylor Sheridan,2017,Nominee,Best Screenplay - Motion Picture
American Crime,2017,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
The Dresser,2017,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
The Night Manager,2017,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
The Night Of,2017,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
The People v. O.J. Simpson: American Crime Story,2017,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
"Crown, The",2017,Winner,Best Television Series - Drama
Game of Thrones,2017,Nominee,Best Television Series - Drama
Stranger Things,2017,Nominee,Best Television Series - Drama
This Is Us,2017,Nominee,Best Television Series - Drama
Westworld,2017,Nominee,Best Television Series - Drama
Atlanta,2017,Winner,Best Television Series - Musical or Comedy
Black-ish,2017,Nominee,Best Television Series - Musical or Comedy
Mozart in the Jungle,2017,Nominee,Best Television Series - Musical or Comedy
Transparent,2017,Nominee,Best Television Series - Musical or Comedy
Veep,2017,Nominee,Best Television Series - Musical or Comedy
Todd Haynes,2016,Nominee,Best Director - Motion Picture
George Miller,2016,Nominee,Best Director - Motion Picture
Tom McCarthy,2016,Nominee,Best Director - Motion Picture
Ridley Scott,2016,Nominee,Best Director - Motion Picture
Alejandro González Iñárritu,2016,Winner,Best Director - Motion Picture
Anomalisa,2016,Nominee,Best Motion Picture - Animated
Inside Out,2016,Winner,Best Motion Picture - Animated
Shaun the Sheep Movie,2016,Nominee,Best Motion Picture - Animated
The Good Dinosaur,2016,Nominee,Best Motion Picture - Animated
The Peanuts Movie,2016,Nominee,Best Motion Picture - Animated
Carol,2016,Nominee,Best Motion Picture - Drama
Mad Max: Fury Road,2016,Nominee,Best Motion Picture - Drama
Room,2016,Nominee,Best Motion Picture - Drama
Spotlight,2016,Nominee,Best Motion Picture - Drama
The Revenant,2016,Winner,Best Motion Picture - Drama
Mustang,2016,Nominee,Best Motion Picture – Non-English Language
Son of Saul,2016,Winner,Best Motion Picture – Non-English Language
The Brand New Testament,2016,Nominee,Best Motion Picture – Non-English Language
The Club,2016,Nominee,Best Motion Picture – Non-English Language
The Fencer,2016,Nominee,Best Motion Picture – Non-English Language
Joy,2016,Nominee,Best Motion Picture - Musical or Comedy
Spy,2016,Nominee,Best Motion Picture - Musical or Comedy
"Big Short, The",2016,Nominee,Best Motion Picture - Musical or Comedy
The Martian,2016,Winner,Best Motion Picture - Musical or Comedy
Trainwreck,2016,Nominee,Best Motion Picture - Musical or Comedy
Carter Burwell,2016,Nominee,Best Original Score - Motion Picture
Daniel Pemberton,2016,Nominee,Best Original Score - Motion Picture
Alexandre Desplat,2016,Nominee,Best Original Score - Motion Picture
Ennio Morricone,2016,Winner,Best Original Score - Motion Picture
"Ryuichi Sakamoto, Alva Noto",2016,Nominee,Best Original Score - Motion Picture
"""Love Me Like You Do""",2016,Nominee,Best Original Song - Motion Picture
"""See You Again""",2016,Nominee,Best Original Song - Motion Picture
"""One Kind of Love""",2016,Nominee,Best Original Song - Motion Picture
"""Writing's On The Wall""",2016,Winner,Best Original Song - Motion Picture
"""Simple Song #3""",2016,Nominee,Best Original Song - Motion Picture
Patrick Wilson,2016,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Idris Elba,2016,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
David Oyelowo,2016,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Oscar Isaac,2016,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Mark Rylance,2016,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Will Smith,2016,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Michael Fassbender,2016,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Eddie Redmayne,2016,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Leonardo DiCaprio,2016,Winner,Best Performance by an Actor in a Motion Picture - Drama
Bryan Cranston,2016,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Al Pacino,2016,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Mark Ruffalo,2016,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Mark Rylance,2016,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Sylvester Stallone,2016,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Paul Dano,2016,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Bob Odenkirk,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Jon Hamm,2016,Winner,Best Performance by an Actor In A Television Series - Drama
Rami Malek,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Wagner Moura,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Liev Schreiber,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Patrick Stewart,2016,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Aziz Ansari,2016,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Mark Rylance,2016,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Sylvester Stallone,2016,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Paul Dano,2016,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Bob Odenkirk,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Jon Hamm,2016,Winner,Best Performance by an Actor In A Television Series - Drama
Rami Malek,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Wagner Moura,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Liev Schreiber,2016,Nominee,Best Performance by an Actor In A Television Series - Drama
Patrick Stewart,2016,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Aziz Ansari,2016,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Gael García Bernal,2016,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy
Rob Lowe,2016,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Jeffrey Tambor,2016,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Felicity Huffman,2016,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Lady Gaga,2016,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Queen Latifah,2016,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Kirsten Dunst,2016,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Sarah Hay,2016,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Saoirse Ronan,2016,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Cate Blanchett,2016,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Rooney Mara,2016,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Brie Larson,2016,Winner,Best Performance by an Actress in a Motion Picture - Drama
Alicia Vikander,2016,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Lily Tomlin,2016,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Jennifer Lawrence,2016,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Melissa McCarthy,2016,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Maggie Smith,2016,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Amy Schumer,2016,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Regina King,2016,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Joanne Froggatt,2016,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Uzo Aduba,2016,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Maura Tierney,2016,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Judith Light,2016,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Alicia Vikander,2016,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Kate Winslet,2016,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Jennifer Jason Leigh,2016,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Helen Mirren,2016,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Jane Fonda,2016,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Taraji Henson,2016,Winner,Best Performance by an Actress In A Television Series - Drama
Robin Wright,2016,Nominee,Best Performance by an Actress In A Television Series - Drama
Viola Davis,2016,Nominee,Best Performance by an Actress In A Television Series - Drama
Caitriona Balfe,2016,Nominee,Best Performance by an Actress In A Television Series - Drama
Eva Green,2016,Nominee,Best Performance by an Actress In A Television Series - Drama
Rachel Bloom,2016,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy
Lily Tomlin,2016,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Gina Rodríguez,2016,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Jamie Lee Curtis,2016,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Julia Louis-Dreyfus,2016,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Emma Donoghue,2016,Nominee,Best Screenplay - Motion Picture
"Tom McCarthy, Josh Singer",2016,Nominee,Best Screenplay - Motion Picture
"Charles Randolph, Adam McKay",2016,Nominee,Best Screenplay - Motion Picture
American Crime,2016,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
American Horror Story: Hotel,2016,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Fargo,2016,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Flesh and Bone,2016,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Wolf Hall,2016,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Empire,2016,Nominee,Best Television Series - Drama
Game of Thrones,2016,Nominee,Best Television Series - Drama
Mr. Robot,2016,Winner,Best Television Series - Drama
Narcos,2016,Nominee,Best Television Series - Drama
Outlander,2016,Nominee,Best Television Series - Drama
Casual,2016,Nominee,Best Television Series - Musical or Comedy
Mozart in the Jungle,2016,Winner,Best Television Series - Musical or Comedy
Orange is the New Black,2016,Nominee,Best Television Series - Musical or Comedy
Silicon Valley,2016,Nominee,Best Television Series - Musical or Comedy
Transparent,2016,Nominee,Best Television Series - Musical or Comedy
Veep,2016,Nominee,Best Television Series - Musical or Comedy
Aaron Sorkin,2016,Winner,Best Screenplay - Motion Picture
Quentin Tarantino,2016,Nominee,Best Screenplay - Motion Picture
Julianna Margulies,2015,Nominee,Best Performance by an Actress In A Television Series - Drama
Kevin Spacey,2015,Winner,Best Performance by an Actor In A Television Series - Drama
Jennifer Aniston,2015,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Felicity Jones,2015,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Eddie Redmayne,2015,Winner,Best Performance by an Actor in a Motion Picture - Drama
Jóhann Jóhannsson,2015,Winner,Best Original Score - Motion Picture
Patricia Arquette,2015,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Richard Linklater,2015,Winner,Best Director - Motion Picture
Richard Linklater,2015,Nominee,Best Screenplay - Motion Picture
Michael Keaton,2015,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Emma Stone,2015,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Edward Norton,2015,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Alejandro González Iñárritu,2015,Nominee,Best Director - Motion Picture
"Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bó",2015,Winner,Best Screenplay - Motion Picture
Antonio Sanchez,2015,Nominee,Best Original Score - Motion Picture
Benedict Cumberbatch,2015,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Keira Knightley,2015,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Graham Moore,2015,Nominee,Best Screenplay - Motion Picture
Alexandre Desplat,2015,Nominee,Best Original Score - Motion Picture
Rosamund Pike,2015,Nominee,Best Performance by an Actress in a Motion Picture - Drama
David Fincher,2015,Nominee,Best Director - Motion Picture
Gillian Flynn,2015,Nominee,Best Screenplay - Motion Picture
"Trent Reznor, Atticus Ross",2015,Nominee,Best Original Score - Motion Picture
Ralph Fiennes,2015,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Wes Anderson,2015,Nominee,Best Screenplay - Motion Picture
Wes Anderson,2015,Nominee,Best Director - Motion Picture
David Oyelowo,2015,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Ava DuVernay,2015,Nominee,Best Director - Motion Picture
Amy Adams,2015,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Christoph Waltz,2015,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Steve Carell,2015,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Mark Ruffalo,2015,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Emily Blunt,2015,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Meryl Streep,2015,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Bill Murray,2015,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jessica Chastain,2015,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Helen Mirren,2015,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Joaquin Phoenix,2015,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Hans Zimmer,2015,Nominee,Best Original Score - Motion Picture
Robert Duvall,2015,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Julianne Moore,2015,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Jake Gyllenhaal,2015,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Julianne Moore,2015,Winner,Best Performance by an Actress in a Motion Picture - Drama
J.K. Simmons,2015,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Reese Witherspoon,2015,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Quvenzhané Wallis,2015,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Ruth Wilson,2015,Winner,Best Performance by an Actress In A Television Series - Drama
Dominic West,2015,Nominee,Best Performance by an Actor In A Television Series - Drama
Allison Tolman,2015,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Martin Freeman,2015,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Billy Bob Thornton,2015,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Colin Hanks,2015,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Woody Harrelson,2015,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Matthew McConaughey,2015,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Michelle Monaghan,2015,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Alan Cumming,2015,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Robin Wright,2015,Nominee,Best Performance by an Actress In A Television Series - Drama
Mark Ruffalo,2015,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Matt Bomer,2015,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Frances McDormand,2015,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Bill Murray,2015,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Taylor Schilling,2015,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Uzo Aduba,2015,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Jessica Lange,2015,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Kathy Bates,2015,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Joanne Froggatt,2015,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Lena Dunham,2015,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Gina Rodríguez,2015,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy
