title,year,status,award,movie
Rhea Perlman,1988,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cheers
Claudette Colbert,1988,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Two Mrs. Grenvilles, The"
Ann-Margret Olsson,1988,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television","Two Mrs. Grenvilles, The"
Farrah Fawcett,1988,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Poor Little Rich Girl: The Barbara Hutton Story
Cybill Shepherd,1988,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,Moonlighting
Betty White,1988,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Tracey Ullman,1988,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,"Tracey Ullman Show, The"
Nicolas Cage,1988,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Moonstruck
Danny DeVito,1988,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Throw Momma From The Train
William Hurt,1988,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Broadcast News
Steve Martin,1988,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Roxanne
Patrick Swayze,1988,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dirty Dancing
Robin Williams,1988,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Good Morning, Vietnam"
John Ritter,1988,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Hooperman
Alan Thicke,1988,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Growing Pains
Bruce Willis,1988,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Moonlighting
Dabney Coleman,1988,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,"Slap Maxwell Story, The"
Richard Dreyfuss,1988,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Nuts
R. Lee Ermey,1988,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Full Metal Jacket
Morgan Freeman,1988,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Street Smart
Rob Lowe,1988,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Square Dance
Sean Connery,1988,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Untouchables, The"
Kirk Cameron,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Growing Pains
Dabney Coleman,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sworn To Silence
John Hillerman,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Magnum, P. I."
John Larroquette,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Night Court
Brian McNamara,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Billionaire Boys Club
Alan Rachins,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",L.A. Law
Gordon Thomson,1988,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dynasty (1981-1989)
Rutger Hauer,1988,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Escape From Sobibor
Glenn Close,1988,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Fatal Attraction
Faye Dunaway,1988,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Barfly
Rachel Levin,1988,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Gaby: A True Story
Barbra Streisand,1988,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Nuts
Sally Kirkland,1988,Winner,Best Performance by an Actress in a Motion Picture - Drama,Anna
Susan Dey,1988,Nominee,Best Performance by an Actress In A Television Series - Drama,L.A. Law
Jill Eikenberry,1988,Nominee,Best Performance by an Actress In A Television Series - Drama,L.A. Law
Sharon Gless,1988,Nominee,Best Performance by an Actress In A Television Series - Drama,Cagney & Lacey
Linda Hamilton,1988,Nominee,Best Performance by an Actress In A Television Series - Drama,Beauty and the Beast (TV)
Angela Lansbury,1988,Nominee,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote"
Beauty and the Beast (TV),1988,Nominee,Best Television Series - Drama,
"Murder, She Wrote",1988,Nominee,Best Television Series - Drama,
St. Elsewhere,1988,Nominee,Best Television Series - Drama,
thirtysomething,1988,Nominee,Best Television Series - Drama,
"Year in the Life, A",1988,Nominee,Best Television Series - Drama,
L.A. Law,1988,Winner,Best Television Series - Drama,
Cheers,1988,Nominee,Best Television Series - Musical or Comedy,
Family Ties,1988,Nominee,Best Television Series - Musical or Comedy,
Frank's Place,1988,Nominee,Best Television Series - Musical or Comedy,
Hooperman,1988,Nominee,Best Television Series - Musical or Comedy,
Moonlighting,1988,Nominee,Best Television Series - Musical or Comedy,
"Golden Girls, The",1988,Winner,Best Television Series - Musical or Comedy,
After the Promise,1988,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Echoes in the Darkness,1988,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Foxfire,1988,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Escape From Sobibor,1988,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Poor Little Rich Girl: The Barbara Hutton Story,1988,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
(I've Had) The Time of My Life,1988,Winner,Best Original Song - Motion Picture,Dirty Dancing
Nothing's Gonna Stop Us Now,1988,Nominee,Best Original Song - Motion Picture,Mannequin
The Secret Of My Success,1988,Nominee,Best Original Song - Motion Picture,"Secret of My Success, The"
Shakedown,1988,Nominee,Best Original Song - Motion Picture,Beverly Hills Cop II
Who's That Girl,1988,Nominee,Best Original Song - Motion Picture,Who's That Girl
Michael J. Fox,1988,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Family Ties
Harrison Ford,1987,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Mosquito Coast, The"
Dexter Gordon,1987,Nominee,Best Performance by an Actor in a Motion Picture - Drama,'Round Midnight
William Hurt,1987,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Children of a Lesser God
Jeremy Irons,1987,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Mission, The"
Paul Newman,1987,Nominee,Best Performance by an Actor in a Motion Picture - Drama,"Color of Money, The"
Bob Hoskins,1987,Winner,Best Performance by an Actor in a Motion Picture - Drama,Mona Lisa
William Devane,1987,Nominee,Best Performance by an Actor In A Television Series - Drama,Knots Landing
John Forsythe,1987,Nominee,Best Performance by an Actor In A Television Series - Drama,Dynasty (1981-1989)
Don Johnson,1987,Nominee,Best Performance by an Actor In A Television Series - Drama,Miami Vice
Tom Selleck,1987,Nominee,Best Performance by an Actor In A Television Series - Drama,"Magnum, P. I."
Edward Woodward,1987,Winner,Best Performance by an Actor In A Television Series - Drama,"Equalizer, The"
Mark Harmon,1987,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television","Deliberate Stranger, The"
Jan Niklas,1987,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Peter The Great
John Ritter,1987,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Unnatural Causes
James Garner,1987,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Promise
James Woods,1987,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Promise
Robert Bolt,1987,Winner,Best Screenplay - Motion Picture,"Mission, The"
Children of a Lesser God,1987,Nominee,Best Motion Picture - Drama,
"Mission, The",1987,Nominee,Best Motion Picture - Drama,
Mona Lisa,1987,Nominee,Best Motion Picture - Drama,
"Room with a View, A",1987,Nominee,Best Motion Picture - Drama,
Stand By Me,1987,Nominee,Best Motion Picture - Drama,
Platoon,1987,Winner,Best Motion Picture - Drama,
Crimes of the Heart,1987,Nominee,Best Motion Picture - Musical or Comedy,
Down and Out In Beverly Hills,1987,Nominee,Best Motion Picture - Musical or Comedy,
Little Shop of Horrors,1987,Nominee,Best Motion Picture - Musical or Comedy,
Peggy Sue Got Married,1987,Nominee,Best Motion Picture - Musical or Comedy,
Hannah and Her Sisters,1987,Winner,Best Motion Picture - Musical or Comedy,
David Lynch,1987,Nominee,Best Screenplay - Motion Picture,Blue Velvet
Woody Allen,1987,Nominee,Best Screenplay - Motion Picture,Hannah and Her Sisters
Neil Jordan,1987,Nominee,Best Screenplay - Motion Picture,Mona Lisa
Oliver Stone,1987,Nominee,Best Screenplay - Motion Picture,Platoon
Miles Goodman,1987,Nominee,Best Original Score - Motion Picture,Little Shop of Horrors
Maurice Jarre,1987,Nominee,Best Original Score - Motion Picture,"Mosquito Coast, The"
Herbie Hancock,1987,Nominee,Best Original Score - Motion Picture,'Round Midnight
Harold Faltermeyer,1987,Nominee,Best Original Score - Motion Picture,Top Gun
Ennio Morricone,1987,Winner,Best Original Score - Motion Picture,"Mission, The"
Woody Allen,1987,Nominee,Best Director - Motion Picture,Hannah and Her Sisters
James Ivory,1987,Nominee,Best Director - Motion Picture,"Room with a View, A"
Roland Joffé,1987,Nominee,Best Director - Motion Picture,"Mission, The"
Rob Reiner,1987,Nominee,Best Director - Motion Picture,Stand By Me
Oliver Stone,1987,Nominee,Best Screenplay - Motion Picture,Platoon
Miles Goodman,1987,Nominee,Best Original Score - Motion Picture,Little Shop of Horrors
Maurice Jarre,1987,Nominee,Best Original Score - Motion Picture,"Mosquito Coast, The"
Herbie Hancock,1987,Nominee,Best Original Score - Motion Picture,'Round Midnight
Harold Faltermeyer,1987,Nominee,Best Original Score - Motion Picture,Top Gun
Ennio Morricone,1987,Winner,Best Original Score - Motion Picture,"Mission, The"
Woody Allen,1987,Nominee,Best Director - Motion Picture,Hannah and Her Sisters
James Ivory,1987,Nominee,Best Director - Motion Picture,"Room with a View, A"
Roland Joffé,1987,Nominee,Best Director - Motion Picture,"Mission, The"
Rob Reiner,1987,Nominee,Best Director - Motion Picture,Stand By Me
Justine Bateman,1987,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Family Ties
Piper Laurie,1987,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Promise
Geraldine Page,1987,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nazi Hunter: The Beate Klarsfeld Story
Lilli Palmer,1987,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Peter The Great
Rhea Perlman,1987,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cheers
Olivia de Havilland,1987,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anastasia: The Mystery of Anna
Angela Lansbury,1987,Winner,Best Performance by an Actress In A Television Series - Drama,"Murder, She Wrote"
Farrah Fawcett,1987,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Nazi Hunter: The Beate Klarsfeld Story
Amy Irving,1987,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Anastasia: The Mystery of Anna
Vanessa Redgrave,1987,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Second Serve
Marlo Thomas,1987,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Nobody's Child
Loretta Young,1987,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Christmas Eve
Julie Andrews,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,That's Life!
Melanie Griffith,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Something Wild
Bette Midler,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Down and Out In Beverly Hills
Kathleen Turner,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Peggy Sue Got Married
Sissy Spacek,1987,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Crimes of the Heart
Beatrice Arthur,1987,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Estelle Getty,1987,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Rue McClanahan,1987,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Marlo Thomas,1987,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Nobody's Child
Loretta Young,1987,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Christmas Eve
Julie Andrews,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,That's Life!
Melanie Griffith,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Something Wild
Bette Midler,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Down and Out In Beverly Hills
Kathleen Turner,1987,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Peggy Sue Got Married
Sissy Spacek,1987,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Crimes of the Heart
Beatrice Arthur,1987,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Estelle Getty,1987,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Rue McClanahan,1987,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Michael J. Fox,1987,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Family Ties
Bruce Willis,1987,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,Moonlighting
Michael Caine,1987,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hannah and Her Sisters
Dennis Hopper,1987,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hoosiers
Ray Liotta,1987,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Something Wild
Tom Berenger,1987,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Platoon
Tom Conti,1987,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nazi Hunter: The Beate Klarsfeld Story
John Hillerman,1987,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Magnum, P. I."
Trevor Howard,1987,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christmas Eve
Ron Leibman,1987,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christmas Eve
Jan Niklas,1987,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anastasia: The Mystery of Anna
Julie Andrews,1987,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Duet for One
Anne Bancroft,1987,Nominee,Best Performance by an Actress in a Motion Picture - Drama,"'night, Mother"
Farrah Fawcett,1987,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Extremities
Sigourney Weaver,1987,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Aliens
Marlee Matlin,1987,Winner,Best Performance by an Actress in a Motion Picture - Drama,Children of a Lesser God
Joan Collins,1987,Nominee,Best Performance by an Actress In A Television Series - Drama,Dynasty (1981-1989)
Tyne Daly,1987,Nominee,Best Performance by an Actress In A Television Series - Drama,Cagney & Lacey
Sharon Gless,1987,Nominee,Best Performance by an Actress In A Television Series - Drama,Cagney & Lacey
Connie Sellecca,1987,Nominee,Best Performance by an Actress In A Television Series - Drama,Hotel
Cagney & Lacey,1987,Nominee,Best Television Series - Drama,
Dynasty (1981-1989),1987,Nominee,Best Television Series - Drama,
Miami Vice,1987,Nominee,Best Television Series - Drama,
"Murder, She Wrote",1987,Nominee,Best Television Series - Drama,
St. Elsewhere,1987,Nominee,Best Television Series - Drama,
L.A. Law,1987,Winner,Best Television Series - Drama,
Cheers,1987,Nominee,Best Television Series - Musical or Comedy,
"Cosby Show, The",1987,Nominee,Best Television Series - Musical or Comedy,
Family Ties,1987,Nominee,Best Television Series - Musical or Comedy,
Moonlighting,1987,Nominee,Best Television Series - Musical or Comedy,
"Golden Girls, The",1987,Winner,Best Television Series - Musical or Comedy,
Anastasia: The Mystery of Anna,1987,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Christmas Eve,1987,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Nobody's Child,1987,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Peter The Great,1987,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Unnatural Causes,1987,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Promise,1987,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
The Glory of Love,1987,Nominee,Best Original Song - Motion Picture,"Karate Kid Part II, The"
Life in a Looking Glass,1987,Nominee,Best Original Song - Motion Picture,That's Life!
Somewhere Out There,1987,Nominee,Best Original Song - Motion Picture,"American Tail, An"
Sweet Freedom,1987,Nominee,Best Original Song - Motion Picture,Running Scared
Take My Breath Away,1987,Winner,Best Original Song - Motion Picture,Top Gun
They Don't Make Them Like They Used To,1987,Nominee,Best Original Song - Motion Picture,Tough Guys
Crocodile Dundee,1987,Nominee,Best Motion Picture - Musical or Comedy,
Linda Kozlowski,1987,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Crocodile Dundee
Dennis Hopper,1987,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Blue Velvet
Harrison Ford,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Witness
Gene Hackman,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Twice in a Lifetime
William Hurt,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Kiss of the Spider Woman
Raul Julia,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Kiss of the Spider Woman
Sweet Freedom,1987,Nominee,Best Original Song - Motion Picture,Running Scared
Take My Breath Away,1987,Winner,Best Original Song - Motion Picture,Top Gun
They Don't Make Them Like They Used To,1987,Nominee,Best Original Song - Motion Picture,Tough Guys
Crocodile Dundee,1987,Nominee,Best Motion Picture - Musical or Comedy,
Linda Kozlowski,1987,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Crocodile Dundee
Dennis Hopper,1987,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Blue Velvet
Harrison Ford,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Witness
Gene Hackman,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Twice in a Lifetime
William Hurt,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Kiss of the Spider Woman
Raul Julia,1986,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Kiss of the Spider Woman
Dustin Hoffman,1986,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Death of a Salesman
Woody Allen,1986,Winner,Best Screenplay - Motion Picture,"Purple Rose of Cairo, The"
"Color Purple, The",1986,Nominee,Best Motion Picture - Drama,
Kiss of the Spider Woman,1986,Nominee,Best Motion Picture - Drama,
Runaway Train,1986,Nominee,Best Motion Picture - Drama,
Witness,1986,Nominee,Best Motion Picture - Drama,
Out of Africa,1986,Winner,Best Motion Picture - Drama,
Back to the Future,1986,Nominee,Best Motion Picture - Musical or Comedy,
"Chorus Line: The Movie, A",1986,Nominee,Best Motion Picture - Musical or Comedy,
Cocoon,1986,Nominee,Best Motion Picture - Musical or Comedy,
"Purple Rose of Cairo, The",1986,Nominee,Best Motion Picture - Musical or Comedy,
Prizzi's Honor,1986,Winner,Best Motion Picture - Musical or Comedy,
Bob Gale,1986,Nominee,Best Screenplay - Motion Picture,Back to the Future
Kurt Luedtke,1986,Nominee,Best Screenplay - Motion Picture,Out of Africa
Richard Condon,1986,Nominee,Best Screenplay - Motion Picture,Prizzi's Honor
William Kelley,1986,Nominee,Best Screenplay - Motion Picture,Witness
Quincy Jones,1986,Nominee,Best Original Score - Motion Picture,"Color Purple, The"
Michel Colombier,1986,Nominee,Best Original Score - Motion Picture,White Nights
Maurice Jarre,1986,Nominee,Best Original Score - Motion Picture,Witness
David Mansfield,1986,Nominee,Best Original Score - Motion Picture,Year of the Dragon
"Purple Rose of Cairo, The",1986,Nominee,Best Motion Picture - Musical or Comedy,
Prizzi's Honor,1986,Winner,Best Motion Picture - Musical or Comedy,
Bob Gale,1986,Nominee,Best Screenplay - Motion Picture,Back to the Future
Kurt Luedtke,1986,Nominee,Best Screenplay - Motion Picture,Out of Africa
Richard Condon,1986,Nominee,Best Screenplay - Motion Picture,Prizzi's Honor
William Kelley,1986,Nominee,Best Screenplay - Motion Picture,Witness
Quincy Jones,1986,Nominee,Best Original Score - Motion Picture,"Color Purple, The"
Michel Colombier,1986,Nominee,Best Original Score - Motion Picture,White Nights
Maurice Jarre,1986,Nominee,Best Original Score - Motion Picture,Witness
David Mansfield,1986,Nominee,Best Original Score - Motion Picture,Year of the Dragon
"Purple Rose of Cairo, The",1986,Nominee,Best Motion Picture - Musical or Comedy,
Prizzi's Honor,1986,Winner,Best Motion Picture - Musical or Comedy,
Bob Gale,1986,Nominee,Best Screenplay - Motion Picture,Back to the Future
Kurt Luedtke,1986,Nominee,Best Screenplay - Motion Picture,Out of Africa
Richard Condon,1986,Nominee,Best Screenplay - Motion Picture,Prizzi's Honor
William Kelley,1986,Nominee,Best Screenplay - Motion Picture,Witness
Quincy Jones,1986,Nominee,Best Original Score - Motion Picture,"Color Purple, The"
Michel Colombier,1986,Nominee,Best Original Score - Motion Picture,White Nights
Maurice Jarre,1986,Nominee,Best Original Score - Motion Picture,Witness
David Mansfield,1986,Nominee,Best Original Score - Motion Picture,Year of the Dragon
"Official Story, The",1986,Winner,Best Motion Picture – Non-English Language,
Sônia Braga,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kiss of the Spider Woman
Anjelica Huston,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Prizzi's Honor
Amy Madigan,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Twice in a Lifetime
Kelly McGillis,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Witness
Oprah Winfrey,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Color Purple, The"
Meg Tilly,1986,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Agnes of God
Lesley-Anne Down,1986,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",North and South
Katherine Helmond,1986,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Who's the Boss?
Kate Reid,1986,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Death of a Salesman
"Official Story, The",1986,Winner,Best Motion Picture – Non-English Language,
Sônia Braga,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kiss of the Spider Woman
Anjelica Huston,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Prizzi's Honor
Amy Madigan,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Twice in a Lifetime
Kelly McGillis,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Witness
Oprah Winfrey,1986,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Color Purple, The"
Meg Tilly,1986,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Agnes of God
Lesley-Anne Down,1986,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",North and South
Katherine Helmond,1986,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Who's the Boss?
Kate Reid,1986,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Death of a Salesman
Glenn Close,1986,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maxie
Mia Farrow,1986,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Purple Rose of Cairo, The"
Sally Field,1986,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Murphy's Romance
Kathleen Turner,1986,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Prizzi's Honor
Beatrice Arthur,1986,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Estelle Getty,1986,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Rue McClanahan,1986,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Betty White,1986,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy,"Golden Girls, The"
Cybill Shepherd,1986,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy,Moonlighting
Jeff Daniels,1986,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Purple Rose of Cairo, The"
Griffin Dunne,1986,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,After Hours
Michael J. Fox,1986,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Back to the Future
James Garner,1986,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Murphy's Romance
Jack Nicholson,1986,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Prizzi's Honor
Ted Danson,1986,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Cheers
Michael J. Fox,1986,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Family Ties
Bob Newhart,1986,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Newhart
Bruce Willis,1986,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy,Moonlighting
Bill Cosby,1986,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy,"Cosby Show, The"
Joel Grey,1986,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Remo Williams: The Adventure Begins
John Lone,1986,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Year of the Dragon
Eric Roberts,1986,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Runaway Train
Eric Stoltz,1986,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mask
Klaus Maria Brandauer,1986,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Out of Africa
Ed Begley Jr.,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",St. Elsewhere
David Carradine,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",North and South
Richard Farnsworth,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chase
John James,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dynasty (1981-1989)
John Malkovich,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Death of a Salesman
Noriyuki “Pat” Morita,1986,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Amos
